Date,Open,High,Low,Close,Volume
5/15/20,158.63,159.51,156.03,159.23,2824638
5/14/20,155.94,158.95,153.81,158.38,2393935
5/13/20,157.03,159.35,156.04,157.93,2649972
5/12/20,159.87,161.4,157.59,157.72,2329658
5/11/20,153.47,159.47,153.08,158.55,3196292
5/8/20,154.2,154.42,152.55,153.51,1967688
5/7/20,157.5,157.69,152.72,152.97,2330591
5/6/20,158.46,158.94,156.35,156.68,1964792
5/5/20,153.8,159.22,152.75,157.89,2862645
5/4/20,154.65,156,151.26,153.28,2228949
5/1/20,153.72,154.61,151.57,153.63,2576671
4/30/20,155.2,156.98,153.28,154.64,4175767
4/29/20,157.76,158.03,154.67,155.16,3241034
4/28/20,160.94,161.98,156.59,157.3,3270605
4/27/20,164,164.5,160.72,161.29,3210509
4/24/20,162,164.9,160.61,162.93,4414235
4/23/20,157.18,162.56,154,159.93,5692905
4/22/20,154.61,157.28,153.57,156.71,3279266
4/21/20,155.41,155.8,151.41,152.67,4270235
4/20/20,156.63,160.2,155.61,157.79,2562267
4/17/20,155.42,157.67,153.03,157.29,3709893
4/16/20,152.89,155.59,152,154.73,3512945
4/15/20,148.94,153.4,148.51,151.18,3614430
4/14/20,147.28,151.55,144.05,151.11,3809624
4/13/20,144.97,146.59,142.88,144.42,2289127
4/9/20,144.51,146.4,143.55,145.73,4415537
4/8/20,142.05,147.25,140.5,146.22,4006811
4/7/20,143.13,144.8,140.05,141.88,3900683
4/6/20,142.27,143.5,140.3,141.61,4154090
4/3/20,140.92,144.6,138.46,139.66,4013280
4/2/20,135.35,142.8,133.03,142.18,4725051
4/1/20,134,137.19,132.98,136.42,3297943
3/31/20,136.96,142.02,134.52,138.72,7561617
3/30/20,133.87,141.77,133.51,138.44,5057365
3/27/20,130.65,137.61,130.2,134.11,4717376
3/26/20,123.29,135.74,121.94,134.35,6723870
3/25/20,120.12,126.14,119.21,121.94,6472192
3/24/20,123.24,124.6,117.41,122.89,6827409
3/23/20,120.95,126.88,117.06,119.05,7299342
3/20/20,132.16,132.25,120.23,122.4,9113640
3/19/20,142.49,142.98,131.12,133.09,6555120
3/18/20,136.34,144,134.08,143.09,6734850
3/17/20,133.21,143.59,131.1,143.2,8909251
3/16/20,131,138.68,128.25,129.38,6619710
3/13/20,132.95,139.37,128.51,139.37,6841696
3/12/20,130.79,136.5,125.93,126.02,7836650
3/11/20,139.46,141.84,137.39,140.02,7211964
3/10/20,139.23,141.93,134.72,141.19,5961351
3/9/20,134.02,140.93,133.31,135.72,5351578
3/6/20,136.12,142.36,135.55,141.46,8010654
3/5/20,138.38,141.91,137.53,140.15,6882129
3/4/20,133.03,140.86,133,140.38,5301949
3/3/20,133.28,135.65,128.69,130.31,6936631
3/2/20,127.74,133,126.21,132.84,7355667
2/28/20,126.38,126.8,121.51,126.13,7898390
2/27/20,133.33,134.67,129.05,129.19,4292823
2/26/20,136.03,137.02,133.31,133.53,4659289
2/25/20,138.94,139.23,134.62,135.41,3401770
2/24/20,139.28,141.59,137.87,138.15,4727778
2/21/20,141.34,142.65,140.33,142.04,2900958
2/20/20,141.63,142.81,141.2,142,3416988
2/19/20,141.62,141.84,140.36,140.83,3082771
2/18/20,141.02,141.96,140.53,141.01,2858223
2/14/20,142.25,142.32,140.57,141.12,2274126
2/13/20,142.86,143.74,141.79,141.8,3455635
2/12/20,144.67,144.9,143.49,143.51,3953354
2/11/20,145.73,145.86,143.18,144.25,2976514
2/10/20,141.5,145.55,141.12,145.51,4892179
2/7/20,147.22,147.22,145.38,146.41,2670411
2/6/20,147.74,147.87,146.81,147.3,3285190
2/5/20,144.78,147.36,144.53,147.35,4061100
2/4/20,142.3,144.07,141.78,143.44,3177572
2/3/20,140.53,141.57,139.68,141,5137780
1/31/20,142.85,142.85,139.47,139.64,3913487
1/30/20,138.18,143.72,138.1,142.67,5243822
1/29/20,139.51,141.14,138.97,139.92,2816298
1/28/20,138.69,139.88,138.23,139.26,2649056
1/27/20,137.34,139.1,137.34,138.31,2826627
1/24/20,141.85,141.99,138.7,139.07,3183268
1/23/20,141.25,141.74,139.88,141.21,3138694
1/22/20,141.25,142.25,140.69,141.56,2742065
1/21/20,139.5,141.57,138.43,140.91,4849620
1/17/20,140.88,141.74,139.36,139.58,5393587
1/16/20,141.83,141.97,139.85,141.43,3794808
1/15/20,140.58,141.69,140.01,141.11,3676480
1/14/20,138.99,140.9,138.12,140.65,4685251
1/13/20,138.2,139.99,137.89,138.94,5117116
1/10/20,135.78,138.27,135.53,138,4177719
1/9/20,134.55,136.36,134.01,135.92,4524048
1/8/20,132.46,134.21,132.01,133.71,5188559
1/7/20,131.7,132.93,131.7,132.51,2448943
1/6/20,131.42,132.56,130.94,132.26,2102920
1/3/20,130.3,132.47,130.23,131.77,1963912
1/2/20,131.77,132.26,130.73,132.21,1927432
12/31/19,131.18,131.52,130.5,131.43,1549861
12/30/19,131.52,131.93,130.87,131.3,1856229
12/27/19,131.57,131.77,130.84,131.52,2161345
12/26/19,131,131.7,130.66,131.14,1272183
12/24/19,131.07,131.21,130.13,131.11,1215797
12/23/19,132.39,132.58,131.03,131.15,2473592
12/20/19,132.49,137,131.24,132.43,9230757
12/19/19,129.08,130.99,128.34,130.85,4423412
12/18/19,127.88,129.98,127.69,129.48,8173458
12/17/19,124,127.03,123.31,125.33,6723678
12/16/19,123.07,124.26,122.06,122.85,3468563
12/13/19,121.98,122.19,120.72,121.53,3343223
12/12/19,120.56,121.93,120.56,121.7,2959433
12/11/19,120.56,121.2,119.98,120.78,3438106
12/10/19,120.56,121.15,120.11,120.65,3592725
12/9/19,119.53,120.84,118.94,120.24,2344005
12/6/19,119.97,120.71,119.58,119.64,2462830
12/5/19,118.4,119.92,117.54,119.77,3003189
12/4/19,118.28,118.84,117.57,118.67,2597005
12/3/19,116.4,117.92,115.92,117.61,3052711
12/2/19,117.52,118.25,116.1,116.74,2200267
11/29/19,117.23,118.04,117.17,117.35,1243926
11/27/19,117.73,117.9,116.62,117.44,1798268
11/26/19,117.47,118.11,117,117.09,4705350
11/25/19,116.6,118.46,116.6,117.47,2939682
11/22/19,115.09,116.68,114.71,116.2,3120074
11/21/19,114.7,115.52,113.29,114.75,2909502
11/20/19,114.96,115.92,114.05,114.61,3638226
11/19/19,114.03,116.12,113.75,115.1,3781612
11/18/19,113.02,114.13,112.86,114.07,3361591
11/15/19,111.33,113.82,111.33,113.19,4857381
11/14/19,112.19,112.36,111,111.39,2627138
11/13/19,112.87,113.53,112.25,112.79,3275038
11/12/19,112.77,114.04,112.45,113.17,2273221
11/11/19,113.46,114.21,112.22,112.8,1770222
11/8/19,112.65,113.57,112.1,113.53,2224211
11/7/19,114.23,114.63,112.03,112.77,3076343
11/6/19,111.57,114.29,111.51,113.82,3973691
11/5/19,112.95,113.08,110.51,111.25,3357293
11/4/19,113.24,114.33,112.87,113.11,3002129
11/1/19,114.07,114.51,112.31,112.51,2629123
10/31/19,112.36,114.67,112,113.95,4124383
10/30/19,111.37,113.21,111.26,112.72,2424676
10/29/19,112.5,112.81,111.5,111.67,2987828
10/28/19,110.62,113.19,110.62,112.99,4168518
10/25/19,108.08,110.59,107.54,110.2,4234636
10/24/19,107.5,108.21,106.25,107.84,3315208
10/23/19,106,107.75,101.36,107.4,9115337
10/22/19,109.98,111.46,108.89,109.84,5750365
10/21/19,108.87,109,107.77,107.91,4079997
10/18/19,108.31,108.94,107.9,108.64,2207095
10/17/19,109.22,109.46,108.26,108.46,2268095
10/16/19,109.18,109.48,107.79,107.95,2316857
10/15/19,108.35,110.1,108.22,109.7,1761041
10/14/19,108.52,109.13,107.88,107.9,1371611
10/11/19,107.75,109.14,107.59,108.36,2558319
10/10/19,107.03,107.49,106.58,106.92,2797589
10/9/19,107.56,108.15,106.88,107.3,1637391
10/8/19,106.89,108.33,105.95,107.19,2841693
10/7/19,108.31,108.65,107.57,107.83,1506055
10/4/19,107.49,108.26,107,108.2,2889307
10/3/19,107.09,108.1,106.21,107.29,2875446
10/2/19,110.33,110.64,106.66,107,4556003
10/1/19,111.94,112.45,110.41,110.96,2493452
