Date,Open,High,Low,Close,Volume,Stock Name,id
10/01/2020,42.29,44.7,41.6,44.53,"30,647,900",PINS,1
09/30/2020,40.72,42.16,40.63,41.51,"10,862,100",PINS,2
09/29/2020,41.27,41.7,40.5,40.56,"12,238,840",PINS,3
09/28/2020,41.11,41.49,40.06,40.98,"12,337,120",PINS,4
09/25/2020,38.76,39.96,38.19,39.9,"9,279,392",PINS,5
09/24/2020,39.17,39.8,38.06,38.49,"16,381,630",PINS,6
09/23/2020,40.54,42.56,39.27,39.55,"34,574,910",PINS,7
09/22/2020,37.41,40.59,37.36,40.55,"38,464,527",PINS,8
09/21/2020,36.16,37.0,35.77,36.87,"11,057,560",PINS,9
09/18/2020,37.05,37.11,35.96,36.88,"23,454,471",PINS,10
09/17/2020,35.98,37.58,35.49,36.59,"11,343,650",PINS,11
09/16/2020,37.88,37.9,36.59,37.13,"12,867,090",PINS,12
09/15/2020,37.01,37.87,36.31,37.61,"13,280,180",PINS,13
09/14/2020,35.06,36.62,34.91,36.32,"12,820,360",PINS,14
09/11/2020,34.94,35.38,33.17,34.11,"12,322,480",PINS,15
09/10/2020,36.0,36.88,34.58,34.69,"9,357,269",PINS,16
09/09/2020,34.62,35.91,34.46,35.51,"9,472,336",PINS,17
09/08/2020,32.63,35.93,32.49,34.03,"13,495,550",PINS,18
09/04/2020,35.32,36.24,32.84,34.38,"14,820,830",PINS,19
09/03/2020,37.8,37.97,35.41,35.93,"16,725,609",PINS,20
09/02/2020,39.04,39.64,36.91,38.81,"15,752,400",PINS,21
09/01/2020,36.87,38.67,36.3,38.36,"20,043,420",PINS,22
08/31/2020,35.42,37.11,35.19,36.79,"17,002,859",PINS,23
08/28/2020,34.61,35.38,33.95,35.34,"8,025,132",PINS,24
08/27/2020,34.43,34.98,33.61,34.49,"10,750,520",PINS,25
08/26/2020,34.18,34.98,33.8,34.31,"9,093,651",PINS,26
08/25/2020,33.16,34.31,32.85,34.07,"9,347,023",PINS,27
08/24/2020,33.95,34.14,32.51,32.9,"16,739,801",PINS,28
08/21/2020,34.55,34.75,33.58,34.19,"16,864,619",PINS,29
08/20/2020,34.74,34.9,33.65,34.5,"12,814,990",PINS,30
08/19/2020,35.79,38.23,34.49,34.53,"29,472,920",PINS,31
