Date,Open,High,Low,Close,Volume
7/21/20,72.48,72.84,71.63,71.72,8557094
7/20/20,72.61,72.91,71.88,72.2,5185257
7/17/20,72.48,72.96,72.11,72.61,7817460
7/16/20,72.53,72.56,71.6,72.19,5582878
7/15/20,72.04,72.7,71.68,72.22,7356574
7/14/20,70.5,71.47,70.33,71.14,8012490
7/13/20,70.01,71.44,69.76,70.32,7742624
7/10/20,69.78,70.32,69.46,69.76,4925037
7/9/20,70.86,71.23,69.13,69.72,7601213
7/8/20,71.49,71.79,70.44,70.84,7831109
7/7/20,71.82,72.44,71.45,71.57,6637905
7/6/20,72.04,72.75,71.73,72.35,7689223
7/2/20,71.43,72.11,71.11,71.62,6515116
7/1/20,70.4,71.77,70.11,71.02,9493099
6/30/20,69.78,70.61,69.28,70.31,9485530
6/29/20,69.01,69.56,68.66,69.21,6899781
6/26/20,69.41,69.76,68.19,68.36,11764590
6/25/20,68.78,69.96,68.47,69.61,7236011
6/24/20,69.76,69.91,68.6,68.98,7714623
6/23/20,70.46,71.48,69.91,70.11,10905230
6/22/20,70.34,70.58,69.49,69.78,7131940
6/19/20,70.12,70.9,68.92,70.82,16855539
6/18/20,68.76,69.35,68.51,69.3,7395912
6/17/20,70.33,70.41,68.76,69.36,13342640
6/16/20,68.53,70.38,68.03,69.98,20460689
6/15/20,68.11,68.52,66.89,67.3,16882250
6/12/20,70.81,70.85,68.61,69.37,16221990
6/11/20,73.47,74.24,70.32,70.32,13648720
6/10/20,74.95,75.26,73.63,74.34,8664952
6/9/20,75.63,75.92,74.66,74.79,8440980
6/8/20,73.78,75.64,73.78,75.37,9500801
6/5/20,74.65,75.58,74.09,74.79,9936408
6/4/20,73.89,74.7,73.5,74.14,8867324
6/3/20,73.64,74.86,73.51,74.61,13049080
6/2/20,72.31,73.52,71.67,73.5,10832970
6/1/20,72.9,73.15,71.94,72.33,5991955
5/29/20,72.24,73.59,71.2,73.39,12900690
5/28/20,71.46,73,71.38,71.86,12585990
5/27/20,70.01,70.59,69.1,70.51,12241380
5/26/20,71.15,71.46,69.92,70.24,18269100
5/22/20,69.25,69.7,69.16,69.43,6066320
5/21/20,69.79,70.03,69.34,69.6,8588091
5/20/20,70.94,71.13,69.71,69.91,10522560
5/19/20,72.25,72.49,70.32,70.51,10106720
5/18/20,73.64,73.64,72.03,72.48,11977800
5/15/20,72.83,73.23,71.67,72.53,8938291
5/14/20,70.26,72.85,70.24,72.78,10885100
5/13/20,69.7,71.64,69.62,70.81,10434270
5/12/20,71.05,71.55,70.11,70.18,9107471
5/11/20,69.12,70.98,69.02,70.83,10135970
5/8/20,69.55,69.97,69.07,69.46,8389200
5/7/20,70.01,70.11,68.58,68.73,12025920
5/6/20,71.23,71.5,70.08,70.11,11846260
5/5/20,70.23,71.64,69.8,70.92,7062437
5/4/20,70.93,70.94,69.29,69.88,8445155
5/1/20,71.7,71.7,69.94,70.61,9082822
4/30/20,72.57,73.1,71.95,72.13,11105840
4/29/20,74.72,74.72,71.85,73.43,13060350
4/28/20,73.81,74.76,72.89,73.81,19345010
4/27/20,73.85,76.98,73.49,76.35,12201140
4/24/20,74.19,74.64,73.66,74.03,7334926
4/23/20,72.91,74.44,72.89,73.53,7779088
4/22/20,72.01,73.32,71.67,72.71,11387460
4/21/20,74.21,74.82,71.11,71.42,17057770
4/20/20,75.3,76.49,73.42,75.55,11140980
4/17/20,76.32,76.51,74.95,75.88,14726300
4/16/20,75.14,75.76,74.79,75.46,8726155
4/15/20,73.85,75.42,73.24,74.61,10314030
4/14/20,74.85,75.64,73.4,75.31,11598640
4/13/20,74.39,74.98,72.58,73.22,7353681
4/9/20,73.8,75.72,72.9,75,13241570
4/8/20,71.99,75.46,71.22,74.21,10955970
4/7/20,74.26,74.52,71.28,71.42,10169820
4/6/20,71.21,73.51,70.82,73.01,13651300
4/3/20,69.35,70.41,68.48,69.32,9579423
4/2/20,69.08,70.11,67.31,69.89,12255540
4/1/20,67.88,68.61,66.36,67.1,11130990
3/31/20,69.32,70.55,68.66,69.95,14390490
3/30/20,66.93,70.54,66.26,69.96,15079480
3/27/20,65.28,66.76,64.78,65.21,11896220
3/26/20,61.95,67.44,61.91,66.85,17229090
3/25/20,62.2,63.99,60.69,62.02,17472811
3/24/20,62.72,63.41,61.09,62.78,18990359
3/23/20,63.89,65.11,59.32,60.37,17533430
3/20/20,63.23,65.91,62.28,64.88,22019170
3/19/20,64.87,66.24,62.65,64.3,18386199
3/18/20,64.96,67.88,62.58,65.12,17708449
3/17/20,65.14,69.16,64.9,67.71,23612430
3/16/20,64.34,69.18,61.02,63.57,19855330
3/13/20,69.3,70.21,65.7,69.78,24672801
3/12/20,67.64,70.97,66.61,67.69,21626660
3/11/20,72.58,72.88,70.94,72.05,13623740
3/10/20,73.17,74.71,70.46,74.57,16724740
3/9/20,70.91,73.39,70,71.79,18075230
3/6/20,72.71,75.11,72.21,74.73,13557820
3/5/20,74.12,75.25,73.59,74.17,14330040
3/4/20,74.1,75.52,72.62,75.43,19298039
3/3/20,74.01,74.91,70.83,71.94,16598141
3/2/20,70.12,74.14,70.08,73.98,17977600
2/28/20,69.71,70.45,67.44,69.61,27922051
2/27/20,73.38,74.32,70.91,70.99,15013630
2/26/20,73.33,74.21,72.52,72.68,11394320
2/25/20,74.12,74.5,72.6,72.98,12568410
2/24/20,73.29,75.09,73.25,73.94,13105390
2/21/20,74.72,75.12,74.29,74.86,8870220
2/20/20,74.75,75.31,74.3,75,10440210
2/19/20,75.53,75.56,74.16,74.55,11202470
2/18/20,75.35,75.56,74.78,74.97,9560516
2/14/20,74.76,75.28,74.25,75.14,8342959
2/13/20,75.4,75.4,74.05,74.52,18500740
2/12/20,77.32,77.49,75.37,75.69,18731830
2/11/20,78.06,78.19,77.23,77.51,9783063
2/10/20,77.35,78.17,77.22,77.88,10106100
2/7/20,78.09,78.13,77.12,77.35,10896600
2/6/20,78.21,78.39,77.52,77.9,15372330
2/5/20,76.99,78.86,76.37,78.03,27948600
2/4/20,80.4,81.1,80.06,80.33,14400110
2/3/20,78.22,80.21,78.22,79.41,9286129
1/31/20,78.53,78.8,77.28,77.68,9180904
1/30/20,79.05,79.22,78.37,78.64,10511860
1/29/20,78.73,80.15,78.58,79.32,8121480
1/28/20,78.59,78.83,78.1,78.42,9061461
1/27/20,77.37,78.65,77.02,78.28,10350740
1/24/20,80.58,80.76,77.81,78.17,14270280
1/23/20,81.52,81.52,80.24,80.52,12593990
1/22/20,81.98,82.24,81.48,81.51,7443497
1/21/20,82.48,82.71,81.56,81.8,9563099
1/17/20,82.99,83.31,82.61,82.71,9667383
1/16/20,83.52,83.69,82.78,82.9,6920322
1/15/20,81.92,83.29,81.91,83.22,9173676
1/14/20,81.16,81.76,80.8,81.76,8231645
1/13/20,81.39,81.49,80.93,81.38,9792380
1/10/20,81.57,81.92,81.32,81.4,5673065
1/9/20,80.87,81.87,80.72,81.26,9269803
1/8/20,81,81.37,80.38,80.55,14505080
1/7/20,82.55,82.84,81.02,81.1,10629560
1/6/20,82.94,83.4,82.72,83.32,7179428
1/3/20,82.44,83.71,82.29,82.96,5633388
1/2/20,82.81,83.77,82.16,83.68,7877027
12/31/19,82.66,82.72,82.22,82.69,4495095
12/30/19,83.22,83.36,82.49,82.76,3752838
12/27/19,83.35,83.37,82.98,83.19,3586776
12/26/19,83.28,83.39,82.8,83.04,2922730
12/24/19,83.32,83.4,82.8,83.13,2235893
12/23/19,83.49,83.66,83.13,83.41,7534460
12/20/19,83.15,84.22,82.59,83.26,17033369
12/19/19,81.72,81.91,81.36,81.82,7610966
12/18/19,81.23,81.82,81.03,81.48,11048250
12/17/19,81.22,81.32,80.47,80.93,11155190
12/16/19,81.51,81.82,81.08,81.18,9880891
12/13/19,81.1,81.45,80.41,81.09,7224863
12/12/19,80.95,81.79,80.83,81.43,6549616
12/11/19,81.04,81.36,80.78,80.9,6510233
12/10/19,80.55,81.4,80.47,81.01,8266992
12/9/19,80.82,80.92,80.19,80.66,7730032
12/6/19,80.92,81.13,80.69,80.78,6915991
12/5/19,80.67,80.72,79.98,80.69,7889018
12/4/19,79.58,80.67,79.26,80.62,6959801
12/3/19,78.81,79.52,78.64,79.44,9604427
12/2/19,79.59,79.99,78.69,79.13,5342618
11/29/19,79.25,79.8,79.12,79.26,4656715
11/27/19,79.46,79.89,79.09,79.65,5761367
11/26/19,78.19,79.5,78.11,79.41,18366850
11/25/19,78.22,78.72,77.59,77.92,8608275
11/22/19,77.87,78.51,77.57,77.69,7443118
11/21/19,77.92,77.98,76.62,77.7,6865971
11/20/19,76.85,77.72,76.78,77.52,7786740
11/19/19,76.73,77.23,76.34,76.96,9247540
11/18/19,76.97,77.12,76.23,76.49,10211800
11/15/19,77,77.82,76.95,77.19,9233008
11/14/19,77.21,77.44,76.1,76.87,7549428
11/13/19,76.87,77.38,76.47,77.12,6259256
11/12/19,75.99,77.12,75.99,76.48,8222086
11/11/19,75.61,76.04,75.42,75.71,3554858
11/8/19,75.38,76.11,75.2,76,6349726
11/7/19,75.67,76.36,75.16,75.35,8827599
11/6/19,75.97,76.33,75.58,75.69,9289741
11/5/19,76.07,76.14,75.21,75.39,9482775
11/4/19,77.82,77.92,76.26,76.28,8537398
11/1/19,79.16,79.32,77.09,77.22,8856175
10/31/19,78.28,79.09,77.74,78.79,11850580
10/30/19,77.28,78.63,76.66,78.39,9567580
10/29/19,76.41,77.98,75.19,77.37,16575391
10/28/19,75.21,75.89,73.04,74.73,14845140
10/25/19,74.8,75.32,74.58,74.79,7508048
10/24/19,75.56,76.04,74.59,75.08,5008802
10/23/19,73.91,75.34,73.79,75.34,8180852
10/22/19,74.55,75.17,72.96,73.91,18223430
10/21/19,77.25,77.33,76.44,76.84,5126837
10/18/19,76.11,77.2,76.06,76.99,7522217
10/17/19,76.75,76.96,76.13,76.19,6883391
10/16/19,77.33,77.36,76.75,76.78,5461542
10/15/19,77.19,77.37,76.91,77.32,4979292
10/14/19,76.71,77.38,76.63,77,5545251
10/11/19,76.64,77.68,76.61,76.68,5967463
10/10/19,76.5,77.14,75.99,76.15,8426533
10/9/19,76.52,76.82,75.94,76.53,4519505
10/8/19,76.18,76.74,75.53,75.72,6163731
10/7/19,77.31,77.38,76.32,76.72,4913867
10/4/19,75.84,77.39,75.61,77.28,7242620
10/3/19,74.49,75.35,74.22,75.22,5689851
10/2/19,75.52,75.65,73.22,74.21,8552960
10/1/19,76.53,76.92,75.95,76.01,6751481
